,temperature,humidity,wind speed,precipitation (%),cloud cover,atmospheric pressure,uv index,season,visibility (km),location,weather type
12080,10.0,85,15.5,89.0,overcast,991.09,2,Winter,1.5,coastal,1
12081,26.0,54,2.5,13.0,partly cloudy,1014.33,9,Winter,6.0,coastal,2
12082,31.0,55,0.5,11.0,partly cloudy,1013.31,4,Summer,5.5,inland,0
12084,-3.0,71,17.5,50.0,overcast,985.5,1,Winter,3.0,mountain,3
12085,-7.0,79,12.5,76.0,overcast,984.75,0,Winter,4.5,inland,3
12087,-7.0,62,16.5,51.0,partly cloudy,996.48,0,Winter,3.5,mountain,3
12090,-7.0,79,18.0,52.0,overcast,988.61,1,Winter,5.0,mountain,3
12091,-6.0,60,10.0,71.0,overcast,987.38,0,Winter,1.5,mountain,3
12092,4.0,88,10.5,52.0,partly cloudy,999.85,0,Winter,1.0,mountain,3
12093,13.0,98,6.0,63.0,overcast,1009.32,2,Summer,3.5,inland,1
12094,31.0,77,7.5,90.0,overcast,1005.27,1,Spring,2.5,coastal,1
12095,2.0,99,4.5,62.0,overcast,992.81,0,Winter,3.0,inland,3
12097,30.0,69,20.0,80.0,overcast,995.21,3,Autumn,3.5,inland,1
12098,11.0,69,8.0,74.0,overcast,1000.42,0,Winter,3.0,coastal,1
12099,-4.0,73,2.5,62.0,overcast,991.85,0,Winter,4.0,mountain,3
12100,4.0,70,14.5,54.0,overcast,991.48,0,Winter,4.0,inland,3
12101,32.0,99,16.0,93.0,overcast,1002.0,3,Spring,5.0,mountain,1
12102,10.0,51,4.0,26.0,overcast,1000.48,2,Autumn,8.5,inland,0
12103,17.0,53,1.5,20.0,overcast,1001.72,4,Spring,8.0,inland,0
12105,19.0,77,9.0,71.0,overcast,997.53,0,Summer,2.0,mountain,1
12106,23.0,81,9.0,90.0,partly cloudy,998.0,3,Spring,4.0,inland,1
12107,27.0,56,1.5,15.0,partly cloudy,1014.49,3,Winter,7.0,coastal,0
12108,34.0,48,8.0,6.0,clear,1020.3,9,Autumn,9.0,coastal,2
12109,27.0,64,8.0,84.0,partly cloudy,1005.59,0,Summer,3.5,coastal,1
12111,32.0,57,5.0,45.0,partly cloudy,1006.4,4,Spring,8.5,inland,0
12112,18.0,73,2.0,46.0,overcast,1011.43,3,Winter,8.0,mountain,0
12114,27.0,70,14.5,22.0,overcast,1002.92,1,Summer,8.5,coastal,0
12115,-9.0,72,17.0,55.0,partly cloudy,989.06,1,Winter,3.5,mountain,3
12116,18.0,76,5.5,27.0,partly cloudy,1005.5,4,Autumn,5.5,inland,0
12117,-1.0,73,3.5,69.0,overcast,996.29,1,Winter,3.0,inland,3
12118,24.0,76,14.0,94.0,partly cloudy,1014.88,10,Autumn,4.5,inland,2
12119,22.0,72,18.5,52.0,overcast,1016.83,3,Winter,4.0,mountain,1
12120,-4.0,71,9.5,62.0,overcast,990.38,1,Winter,4.0,mountain,3
12122,10.0,63,11.0,49.0,partly cloudy,1010.11,2,Winter,8.0,coastal,0
12125,3.0,62,11.5,84.0,partly cloudy,999.72,0,Winter,3.5,mountain,3
12126,34.0,62,5.0,5.0,partly cloudy,1018.17,8,Autumn,5.0,inland,2
12128,26.0,53,0.5,45.0,overcast,1003.05,2,Winter,7.0,mountain,0
12129,14.0,97,13.0,55.0,partly cloudy,1019.54,3,Winter,3.5,mountain,1
12130,19.0,52,14.0,29.0,partly cloudy,1003.48,3,Winter,5.0,coastal,0
12131,18.0,57,11.0,41.0,partly cloudy,1018.1,3,Spring,9.0,coastal,0
12132,32.0,51,9.5,19.0,partly cloudy,1010.68,3,Autumn,6.0,mountain,0
12133,10.0,33,5.0,20.0,cloudy,967.86,7,Winter,3.5,inland,2
12134,51.0,95,11.0,87.0,clear,1016.52,9,Spring,8.0,coastal,2
12135,-7.0,98,4.0,81.0,overcast,996.39,0,Winter,3.5,inland,3
12136,4.0,91,11.0,89.0,overcast,986.01,0,Winter,2.5,inland,3
12137,-3.0,86,11.5,79.0,overcast,981.45,1,Winter,1.0,mountain,3
12138,26.0,93,12.5,74.0,partly cloudy,1010.38,1,Winter,4.0,inland,1
12139,31.0,63,13.0,19.0,partly cloudy,1008.45,2,Spring,6.0,mountain,0
12140,26.0,50,6.5,16.0,clear,1025.35,10,Autumn,9.5,inland,2
12141,4.0,89,12.0,94.0,overcast,981.75,7,Winter,1.5,mountain,3
12142,10.0,92,20.0,64.0,overcast,1011.72,0,Autumn,4.0,mountain,1
12143,31.0,56,7.5,28.0,partly cloudy,1005.9,1,Winter,8.0,inland,0
12144,32.0,66,5.5,9.0,clear,1029.46,9,Autumn,9.0,inland,2
12145,35.0,61,4.0,7.0,clear,1028.91,10,Summer,6.0,mountain,2
12146,18.0,90,15.0,73.0,overcast,998.94,0,Autumn,2.0,coastal,1
12147,3.0,60,5.5,67.0,overcast,994.65,0,Winter,1.0,mountain,3
12152,21.0,53,2.5,19.0,clear,1022.3,5,Autumn,9.0,mountain,2
12154,34.0,57,7.0,14.0,clear,1022.61,8,Spring,5.5,coastal,2
12155,3.0,71,4.5,81.0,overcast,982.78,1,Winter,2.0,mountain,3
12156,26.0,70,12.5,87.0,overcast,1001.91,2,Winter,3.0,inland,1
12157,13.0,68,7.0,10.0,overcast,1013.89,3,Spring,5.5,inland,0
12159,10.0,94,6.5,86.0,overcast,1017.07,1,Winter,2.5,mountain,1
12160,-8.0,91,6.5,63.0,overcast,984.53,0,Winter,4.5,mountain,3
12162,32.0,81,18.0,80.0,overcast,991.73,0,Spring,1.0,coastal,1
12163,18.0,76,10.5,44.0,partly cloudy,1015.21,2,Winter,9.0,inland,0
12165,26.0,69,11.5,48.0,partly cloudy,1014.16,3,Autumn,8.5,inland,0
12166,28.0,79,13.0,21.0,overcast,1008.35,4,Spring,6.0,mountain,0
12167,10.0,75,11.0,12.0,partly cloudy,1003.21,1,Summer,6.5,mountain,0
12168,11.0,78,13.5,36.0,partly cloudy,1007.03,4,Summer,8.0,inland,0
12170,38.0,58,6.5,11.0,clear,1013.0,8,Winter,5.5,inland,2
12171,27.0,62,6.5,68.0,overcast,997.3,3,Winter,3.5,coastal,1
12172,39.0,62,1.5,13.0,clear,1021.87,6,Winter,8.5,coastal,2
12173,-5.0,80,17.0,93.0,overcast,987.55,1,Winter,5.0,mountain,3
12175,43.0,68,6.0,13.0,partly cloudy,1025.28,9,Spring,6.0,coastal,2
12176,0.0,77,7.5,86.0,partly cloudy,982.45,0,Winter,4.5,inland,3
12177,11.0,97,8.0,98.0,overcast,1009.68,1,Autumn,5.0,mountain,1
12178,-8.0,20,13.5,41.0,partly cloudy,1025.26,3,Winter,8.5,coastal,0
12181,17.0,53,11.0,38.0,partly cloudy,1009.76,3,Spring,8.5,coastal,0
12182,13.0,71,9.0,41.0,partly cloudy,1019.47,1,Summer,8.0,inland,0
12183,23.0,67,12.0,67.0,overcast,1010.35,1,Summer,4.0,inland,1
12184,-4.0,93,0.5,58.0,overcast,999.16,0,Winter,3.5,mountain,3
12186,-6.0,68,6.5,78.0,overcast,995.84,0,Winter,1.5,inland,3
12187,24.0,72,8.5,70.0,partly cloudy,1010.54,3,Winter,3.0,coastal,1
12188,21.0,77,10.5,19.0,overcast,1002.73,2,Spring,6.0,coastal,0
12189,15.0,76,6.0,45.0,partly cloudy,1007.61,4,Autumn,5.5,inland,0
12190,20.0,77,3.5,41.0,partly cloudy,1011.54,4,Autumn,5.5,mountain,0
12191,31.0,77,8.0,48.0,overcast,1014.2,4,Winter,5.5,mountain,0
12193,10.0,93,13.0,57.0,overcast,990.12,0,Spring,3.5,inland,1
12195,44.0,52,7.0,1.0,clear,1019.63,10,Summer,7.5,coastal,2
12196,41.0,64,7.5,23.0,cloudy,1028.04,10,Spring,9.5,inland,3
12197,31.0,55,4.0,10.0,partly cloudy,1027.98,8,Spring,7.5,mountain,2
12200,27.0,54,2.0,16.0,overcast,1001.79,4,Spring,8.0,coastal,0
12202,43.0,35,5.0,1.0,partly cloudy,1024.76,6,Autumn,6.5,coastal,2
12204,31.0,95,16.0,67.0,overcast,1004.65,3,Winter,2.0,coastal,1
12205,26.0,69,10.5,32.0,overcast,1002.45,2,Winter,8.5,mountain,0
12206,29.0,79,19.5,93.0,partly cloudy,1000.65,3,Autumn,5.0,coastal,1
12208,23.0,74,11.5,78.0,overcast,1018.92,2,Summer,4.0,coastal,1
12209,-2.0,73,11.5,53.0,overcast,988.55,0,Winter,2.0,mountain,3
12210,37.0,34,2.0,1.0,partly cloudy,1013.31,5,Summer,8.0,mountain,2
12211,27.0,74,18.5,90.0,partly cloudy,999.15,3,Autumn,1.5,coastal,1
12212,10.0,74,1.5,23.0,partly cloudy,1006.47,4,Winter,9.0,inland,0
12214,43.0,30,4.0,3.0,clear,1014.67,9,Spring,9.0,inland,2
12215,12.0,67,7.5,38.0,partly cloudy,1017.41,1,Spring,8.0,mountain,0
12216,19.0,54,2.0,47.0,overcast,1006.28,1,Summer,6.0,coastal,0
12217,23.0,63,10.0,90.0,partly cloudy,1004.65,1,Autumn,2.5,inland,1
12219,27.0,91,18.0,86.0,partly cloudy,996.14,0,Summer,3.5,coastal,1
12220,-8.0,94,15.0,59.0,overcast,988.28,0,Winter,1.5,mountain,3
12221,12.0,55,13.5,11.0,partly cloudy,1014.38,1,Winter,7.5,mountain,0
12222,32.0,21,9.0,5.0,partly cloudy,1014.7,6,Autumn,9.5,coastal,2
12223,33.0,85,20.0,79.0,overcast,997.21,0,Summer,4.5,coastal,1
12226,10.0,78,7.5,94.0,cloudy,997.8,5,Summer,8.5,inland,3
12228,12.0,75,17.5,71.0,overcast,1002.27,1,Summer,2.0,inland,1
12232,36.0,34,1.0,10.0,clear,1018.65,8,Summer,7.5,coastal,2
12233,32.0,79,2.5,45.0,overcast,1009.02,2,Spring,5.0,mountain,0
12234,29.0,39,4.5,15.0,clear,1018.76,5,Winter,8.5,coastal,2
12235,0.0,61,19.5,64.0,overcast,997.6,1,Winter,1.5,mountain,3
12236,29.0,63,11.0,54.0,overcast,995.02,3,Autumn,5.0,inland,1
12238,27.0,59,9.5,41.0,overcast,1001.39,4,Spring,8.0,mountain,0
12239,24.0,89,12.5,69.0,partly cloudy,995.3,3,Winter,3.5,mountain,1
12240,18.0,58,3.5,19.0,partly cloudy,1003.56,2,Spring,8.0,mountain,0
12241,32.0,70,17.0,63.0,overcast,996.92,0,Spring,4.0,coastal,1
12242,27.0,59,4.0,17.0,partly cloudy,1004.23,3,Summer,8.0,inland,0
12244,18.0,71,14.5,19.0,overcast,1012.02,1,Summer,5.5,inland,0
12245,-13.0,39,14.5,17.0,partly cloudy,970.48,3,Summer,9.0,inland,1
12246,1.0,81,9.5,96.0,overcast,986.14,1,Winter,2.5,mountain,3
12248,27.0,64,6.5,16.0,overcast,1004.15,1,Summer,7.0,mountain,0
12249,22.0,92,9.5,78.0,overcast,993.32,3,Summer,3.0,mountain,1
12251,32.0,67,12.5,36.0,partly cloudy,1004.28,3,Spring,6.0,mountain,0
12252,27.0,63,8.0,73.0,overcast,1016.64,2,Summer,1.0,mountain,1
12254,31.0,52,7.5,20.0,partly cloudy,1005.64,3,Summer,5.5,coastal,0
12255,19.0,86,6.5,62.0,overcast,1019.14,3,Summer,3.5,inland,1
12256,16.0,75,14.5,60.0,overcast,1015.62,0,Spring,2.5,inland,1
12257,31.0,66,9.5,19.0,clear,1015.78,5,Winter,9.0,mountain,2
12259,21.0,40,10.0,15.0,clear,1025.18,6,Summer,5.5,inland,2
12260,42.0,31,8.5,1.0,clear,1028.59,9,Spring,9.0,mountain,2
12261,14.0,66,4.0,30.0,overcast,1010.15,1,Winter,5.0,mountain,0
12262,24.0,29,5.5,9.0,clear,1025.51,8,Spring,5.5,mountain,2
12263,25.0,83,12.0,91.0,partly cloudy,995.62,2,Winter,4.0,coastal,1
12264,-1.0,66,4.0,85.0,overcast,996.41,0,Winter,2.0,mountain,3
12266,30.0,41,1.5,9.0,clear,1026.23,6,Autumn,8.0,inland,2
12267,13.0,67,1.5,30.0,partly cloudy,1002.88,4,Summer,8.5,coastal,0
12268,12.0,63,14.5,46.0,partly cloudy,1009.66,4,Winter,5.0,inland,0
12270,43.0,41,9.0,12.0,clear,1029.46,10,Summer,7.5,inland,2
12272,-2.0,73,8.0,75.0,overcast,992.77,1,Winter,3.5,inland,3
12274,1.0,96,18.5,85.0,overcast,989.08,0,Winter,4.5,inland,3
12275,43.0,46,8.5,6.0,partly cloudy,1014.34,6,Winter,8.0,inland,2
12277,23.0,68,4.5,18.0,partly cloudy,1016.1,10,Winter,7.0,coastal,2
12278,41.0,55,3.5,6.0,clear,1029.72,10,Autumn,5.5,coastal,2
12280,28.0,32,0.5,9.0,partly cloudy,1014.71,5,Winter,6.5,inland,2
12281,48.0,51,3.0,59.0,overcast,932.02,8,Autumn,5.5,mountain,3
12282,21.0,59,8.0,19.0,clear,1022.45,6,Autumn,9.5,coastal,2
12284,-1.0,84,6.5,92.0,overcast,993.65,0,Winter,1.0,inland,3
12285,15.0,74,9.0,14.0,overcast,1013.67,3,Autumn,6.5,inland,0
12286,23.0,72,7.0,90.0,overcast,991.3,1,Winter,1.0,coastal,1
12287,26.0,32,7.5,18.0,clear,1021.68,6,Winter,7.0,mountain,2
12288,17.0,66,14.0,36.0,overcast,1008.45,4,Spring,6.5,coastal,0
12289,39.0,65,0.5,7.0,partly cloudy,1012.53,7,Spring,9.5,coastal,2
12291,15.0,94,14.5,65.0,overcast,1015.79,3,Spring,3.5,inland,1
12293,16.0,68,6.5,63.0,overcast,993.1,2,Spring,1.5,coastal,1
12295,-10.0,88,9.5,97.0,partly cloudy,999.84,0,Winter,2.5,inland,3
12296,33.0,26,0.0,10.0,clear,1011.23,6,Winter,6.5,coastal,2
12297,28.0,98,16.5,86.0,overcast,1019.5,3,Spring,3.0,mountain,1
12298,21.0,76,2.0,35.0,partly cloudy,1010.1,4,Summer,8.5,coastal,0
12299,31.0,65,4.5,45.0,overcast,1016.06,1,Spring,7.5,mountain,0
12300,-10.0,93,1.5,79.0,overcast,981.57,0,Winter,1.5,inland,3
12302,-9.0,96,9.0,91.0,overcast,992.62,0,Winter,3.5,inland,3
12304,35.0,36,4.5,18.0,clear,1028.41,10,Summer,6.0,inland,2
12305,22.0,24,1.5,7.0,clear,1029.6,5,Spring,6.5,mountain,2
12306,29.0,98,8.0,81.0,overcast,1005.8,1,Winter,3.0,inland,1
12307,0.0,78,2.0,54.0,partly cloudy,992.75,0,Winter,3.5,mountain,3
12308,32.0,83,16.0,91.0,clear,1012.99,4,Autumn,8.0,coastal,2
12309,26.0,97,16.0,96.0,partly cloudy,1008.87,0,Autumn,3.0,inland,1
12310,15.0,68,9.0,89.0,overcast,1006.18,3,Autumn,3.5,coastal,1
12311,44.0,42,5.5,12.0,clear,1021.99,6,Winter,5.5,coastal,2
12312,11.0,80,8.0,93.0,overcast,1003.54,3,Spring,1.0,mountain,1
12313,-2.0,65,15.5,73.0,overcast,996.68,0,Winter,1.5,inland,3
12314,31.0,78,9.0,30.0,partly cloudy,1004.97,4,Autumn,7.0,mountain,0
12316,16.0,54,2.0,16.0,partly cloudy,1004.26,4,Spring,7.5,inland,0
12317,16.0,76,9.0,62.0,overcast,1014.72,3,Summer,3.5,mountain,1
12319,29.0,51,12.5,41.0,overcast,1006.49,2,Autumn,7.0,inland,0
12321,20.0,80,14.0,96.0,partly cloudy,1016.56,3,Summer,1.5,coastal,1
12323,4.0,65,4.0,74.0,partly cloudy,995.43,0,Winter,5.0,inland,3
12324,24.0,36,6.0,5.0,partly cloudy,1013.47,6,Winter,6.5,coastal,2
12325,2.0,61,3.5,88.0,overcast,982.39,0,Winter,5.0,mountain,3
12326,14.0,72,13.5,40.0,partly cloudy,1017.03,3,Autumn,8.0,mountain,0
12327,28.0,31,0.0,7.0,clear,1014.08,8,Summer,8.5,coastal,2
12330,26.0,59,8.0,24.0,overcast,1001.63,1,Winter,6.5,inland,0
12331,-4.0,68,11.0,97.0,overcast,995.1,1,Winter,4.5,inland,3
12332,10.0,82,19.5,76.0,partly cloudy,991.99,1,Winter,2.0,coastal,1
12333,20.0,48,6.0,8.0,partly cloudy,1016.99,7,Winter,10.0,mountain,2
12336,51.0,96,14.0,98.0,clear,1023.18,3,Summer,8.0,mountain,2
12337,27.0,57,5.5,9.0,partly cloudy,1020.83,6,Spring,5.5,coastal,2
12338,14.0,75,14.5,37.0,overcast,1013.46,3,Spring,5.5,coastal,0
12339,-4.0,72,15.0,64.0,partly cloudy,996.18,1,Winter,4.5,inland,3
12340,23.0,52,12.5,39.0,overcast,1006.2,1,Summer,8.5,coastal,0
12341,-7.0,73,3.0,83.0,partly cloudy,991.11,0,Winter,1.5,mountain,3
12342,13.0,78,8.5,32.0,partly cloudy,1018.29,3,Summer,5.5,coastal,0
12344,-10.0,93,10.0,55.0,overcast,991.07,0,Winter,3.0,inland,3
12345,1.0,96,4.0,54.0,overcast,992.56,0,Winter,4.5,mountain,3
12347,28.0,75,13.5,21.0,partly cloudy,1010.05,1,Winter,5.0,mountain,0
12349,21.0,68,13.0,15.0,overcast,1010.94,2,Autumn,6.0,mountain,0
12350,13.0,67,13.0,53.0,overcast,1002.14,1,Winter,2.0,inland,1
12351,11.0,89,15.0,53.0,overcast,1010.86,2,Summer,1.0,mountain,1
12352,43.0,42,5.0,1.0,partly cloudy,1027.49,8,Winter,6.5,inland,2
12353,-10.0,60,14.5,84.0,overcast,988.08,0,Winter,3.5,mountain,3
12354,3.0,75,14.5,91.0,overcast,982.94,0,Winter,3.0,inland,3
12356,34.0,68,7.0,39.0,partly cloudy,1008.96,1,Summer,8.5,mountain,0
12357,23.0,74,14.5,20.0,partly cloudy,1001.95,2,Winter,5.5,inland,0
12359,-6.0,76,19.5,99.0,overcast,987.87,1,Winter,3.0,mountain,3
12360,21.0,66,6.0,40.0,overcast,1004.33,2,Spring,9.0,mountain,0
12363,-5.0,93,16.0,74.0,overcast,981.3,1,Winter,4.5,mountain,3
12365,4.0,66,7.0,95.0,partly cloudy,993.11,0,Winter,4.5,inland,3
12366,27.0,79,14.5,33.0,partly cloudy,1008.34,2,Winter,5.0,coastal,0
12367,31.0,78,7.5,80.0,overcast,1009.21,1,Winter,2.5,inland,1
12368,2.0,81,15.0,88.0,overcast,991.76,0,Winter,3.5,inland,3
12369,-6.0,84,7.0,90.0,overcast,982.84,0,Winter,2.0,mountain,3
12370,17.0,65,4.5,21.0,partly cloudy,1011.56,3,Autumn,6.0,inland,0
12371,-4.0,91,20.0,92.0,overcast,990.35,1,Winter,2.5,inland,3
12372,-10.0,93,6.5,61.0,overcast,981.89,0,Winter,4.5,mountain,3
12373,-10.0,77,18.0,65.0,overcast,984.09,1,Winter,4.5,mountain,3
12374,-6.0,87,18.0,90.0,partly cloudy,994.71,0,Winter,3.5,inland,3
12376,40.0,63,4.0,8.0,partly cloudy,1021.77,6,Winter,8.0,inland,2
12377,32.0,71,19.5,78.0,overcast,1016.92,1,Spring,2.0,coastal,1
12378,30.0,79,1.0,47.0,partly cloudy,1013.0,4,Spring,9.0,mountain,0
12379,38.0,60,4.0,19.0,clear,1015.89,6,Autumn,10.0,mountain,2
12380,13.0,68,8.0,36.0,partly cloudy,1018.32,2,Spring,6.5,coastal,0
12381,15.0,62,6.5,24.0,partly cloudy,1014.04,3,Winter,9.0,coastal,0
12382,25.0,49,7.5,17.0,partly cloudy,1027.64,10,Winter,8.5,inland,2
12383,3.0,73,5.5,54.0,overcast,987.43,0,Winter,2.0,mountain,3
12385,32.0,26,10.0,11.0,partly cloudy,1016.82,7,Summer,5.5,inland,2
12386,23.0,26,8.5,9.0,partly cloudy,1026.74,9,Autumn,7.5,coastal,2
12387,-3.0,73,4.0,97.0,overcast,981.57,1,Winter,2.5,inland,3
12388,28.0,65,11.5,67.0,overcast,1008.39,1,Autumn,4.5,inland,1
12389,22.0,28,2.0,8.0,clear,1023.63,5,Winter,6.0,mountain,2
12390,33.0,90,18.5,68.0,partly cloudy,994.03,0,Winter,4.5,coastal,1
12391,11.0,85,16.0,67.0,overcast,1009.6,3,Autumn,1.0,inland,1
12392,-6.0,67,14.5,95.0,overcast,996.05,0,Winter,4.0,inland,3
12393,-6.0,80,7.5,56.0,overcast,991.91,1,Winter,4.0,inland,3
12394,33.0,64,7.0,8.0,clear,1016.75,10,Autumn,9.5,coastal,2
12395,25.0,61,7.0,11.0,overcast,1003.57,2,Autumn,7.0,mountain,0
12396,28.0,72,4.0,46.0,partly cloudy,1017.95,4,Autumn,7.0,inland,0
12398,0.0,95,10.0,66.0,overcast,981.55,0,Winter,1.0,inland,3
12399,22.0,82,16.5,89.0,overcast,1018.66,0,Spring,5.0,mountain,1
12402,2.0,64,2.5,52.0,overcast,996.59,0,Winter,1.5,inland,3
12403,12.0,86,12.0,58.0,overcast,1011.56,1,Autumn,2.0,coastal,1
12404,24.0,23,6.5,4.0,clear,1022.62,6,Summer,8.0,coastal,2
12405,20.0,56,1.0,14.0,clear,1015.7,8,Autumn,7.5,inland,2
12406,44.0,30,3.0,8.0,partly cloudy,1023.32,6,Winter,9.0,coastal,2
12407,-3.0,61,14.5,68.0,partly cloudy,993.44,0,Winter,3.0,inland,3
12408,-10.0,87,19.0,71.0,overcast,998.9,1,Winter,5.0,inland,3
12409,23.0,77,18.5,87.0,overcast,995.31,6,Autumn,0.5,coastal,1
12411,31.0,58,7.0,14.0,overcast,1004.04,1,Winter,6.5,coastal,0
12413,-1.0,82,9.0,81.0,overcast,992.29,0,Winter,3.5,mountain,3
12414,21.0,58,9.0,0.0,partly cloudy,1019.81,6,Spring,5.5,coastal,2
12415,11.0,71,17.0,52.0,overcast,997.13,0,Winter,3.0,inland,1
12416,-3.0,72,12.0,61.0,overcast,988.7,1,Winter,4.0,mountain,3
12417,0.0,80,13.0,84.0,partly cloudy,980.45,1,Winter,3.0,inland,3
12418,42.0,61,4.5,4.0,clear,1025.04,7,Spring,6.0,coastal,2
12419,22.0,67,1.5,43.0,partly cloudy,1002.49,2,Winter,8.0,mountain,0
12420,24.0,73,8.5,34.0,overcast,1005.91,2,Autumn,5.5,mountain,0
12421,31.0,69,6.0,25.0,partly cloudy,998.99,7,Autumn,7.0,mountain,2
12422,11.0,93,8.0,61.0,partly cloudy,1010.05,2,Spring,2.0,coastal,1
12423,30.0,45,1.5,2.0,clear,1022.46,10,Summer,8.0,coastal,2
12424,31.0,27,10.0,1.0,clear,1027.32,5,Spring,7.5,inland,2
12425,4.0,85,19.0,73.0,overcast,990.5,1,Winter,2.5,inland,3
12427,22.0,47,8.5,15.0,clear,1014.59,6,Spring,7.0,mountain,2
12428,31.0,90,7.5,99.0,overcast,996.82,3,Summer,4.5,mountain,1
12429,-6.0,87,16.5,53.0,overcast,996.46,1,Winter,3.5,inland,3
12430,33.0,92,6.5,76.0,overcast,993.69,3,Spring,2.5,inland,1
12431,21.0,65,3.0,14.0,partly cloudy,1001.05,4,Winter,8.0,mountain,0
12432,23.0,40,6.5,7.0,clear,1024.16,9,Winter,5.5,coastal,2
12433,13.0,53,6.0,46.0,overcast,1011.45,3,Winter,7.5,mountain,0
12434,22.0,65,7.5,18.0,clear,1022.12,9,Autumn,8.5,mountain,2
12435,20.0,66,8.5,12.0,clear,1013.18,10,Summer,6.0,mountain,2
12436,22.0,58,2.5,15.0,clear,1012.13,10,Autumn,6.5,mountain,2
12437,22.0,85,5.5,63.0,overcast,1007.05,2,Summer,4.5,inland,1
12438,1.0,82,12.0,96.0,overcast,991.89,1,Winter,5.0,inland,3
12439,-5.0,80,17.0,67.0,overcast,983.22,1,Winter,1.0,mountain,3
12440,12.0,65,6.5,13.0,partly cloudy,1010.57,1,Winter,7.5,mountain,0
12441,25.0,99,15.5,50.0,partly cloudy,1000.35,0,Autumn,3.5,coastal,1
12442,24.0,68,7.0,3.0,clear,1019.57,8,Winter,9.5,mountain,2
12443,23.0,60,8.0,7.0,partly cloudy,1026.5,9,Winter,7.0,inland,2
12444,27.0,45,3.5,1.0,clear,1011.02,6,Summer,9.5,mountain,2
12445,33.0,25,8.0,6.0,partly cloudy,1023.77,6,Spring,5.5,inland,2
12447,24.0,63,6.5,68.0,overcast,1005.9,2,Winter,4.5,coastal,1
12448,20.0,60,16.0,80.0,overcast,1012.65,1,Winter,1.0,mountain,1
12449,18.0,51,3.0,34.0,overcast,1008.18,4,Summer,8.0,coastal,0
12450,1.0,99,18.5,94.0,overcast,985.95,0,Winter,2.5,inland,3
12451,-9.0,72,9.5,51.0,overcast,999.3,1,Winter,2.0,inland,3
12452,34.0,65,7.0,3.0,partly cloudy,1011.23,10,Summer,9.0,mountain,2
12453,15.0,67,11.0,65.0,overcast,1006.82,1,Summer,2.5,coastal,1
12454,-4.0,82,12.5,51.0,overcast,997.68,1,Winter,1.5,mountain,3
12455,16.0,95,5.5,84.0,partly cloudy,1011.25,3,Summer,10.0,mountain,0
12456,32.0,30,8.0,15.0,clear,1010.24,5,Spring,7.0,mountain,2
12457,29.0,62,10.0,97.0,overcast,1005.08,1,Winter,3.5,mountain,1
12459,4.0,68,4.5,62.0,overcast,995.07,1,Winter,5.0,mountain,3
12460,0.0,92,9.0,76.0,overcast,994.23,1,Winter,1.5,inland,3
12461,30.0,84,5.0,93.0,overcast,997.73,2,Summer,5.0,coastal,1
12462,39.0,61,5.0,14.0,clear,1010.83,8,Autumn,10.0,coastal,2
12464,-7.0,82,12.5,82.0,overcast,983.78,9,Winter,2.5,inland,3
12465,18.0,56,0.0,18.0,overcast,1005.55,3,Spring,8.0,mountain,0
12467,3.0,89,19.0,67.0,overcast,995.64,0,Winter,5.0,inland,3
12469,-1.0,63,7.5,90.0,overcast,988.16,1,Winter,1.5,mountain,3
12471,28.0,76,11.5,78.0,overcast,1015.82,1,Summer,3.5,inland,1
12472,38.0,32,1.5,10.0,clear,1010.05,6,Autumn,9.0,mountain,2
12476,35.0,54,5.5,10.0,partly cloudy,1023.43,6,Summer,5.0,inland,2
12477,33.0,30,1.0,4.0,clear,1026.91,7,Spring,10.0,mountain,2
12478,15.0,75,8.0,30.0,overcast,1015.62,3,Summer,8.0,mountain,0
12480,15.0,76,9.0,15.0,partly cloudy,1013.25,4,Autumn,7.0,coastal,0
12481,20.0,78,9.0,92.0,partly cloudy,1008.08,10,Summer,5.5,mountain,0
12483,22.0,76,9.5,31.0,partly cloudy,1005.45,1,Summer,7.5,mountain,0
12485,16.0,85,9.5,65.0,overcast,1014.99,2,Summer,2.0,mountain,1
12488,16.0,74,14.5,65.0,overcast,995.58,1,Summer,3.0,mountain,1
12489,3.0,81,18.5,59.0,overcast,985.54,1,Winter,3.0,mountain,3
12490,43.0,28,2.0,0.0,clear,1027.55,7,Spring,8.0,inland,2
12491,10.0,70,5.0,58.0,overcast,1015.82,3,Winter,2.0,mountain,1
12492,33.0,61,6.0,78.0,partly cloudy,1019.2,3,Winter,3.5,coastal,1
12493,24.0,76,16.0,69.0,overcast,999.91,3,Spring,2.0,mountain,1
12494,23.0,73,0.5,44.0,overcast,1005.87,2,Summer,7.0,mountain,0
12497,-3.0,93,11.5,61.0,overcast,988.38,0,Winter,2.5,inland,3
12498,20.0,83,13.5,52.0,overcast,1008.2,1,Winter,3.5,inland,1
12499,39.0,34,0.5,7.0,partly cloudy,1029.33,8,Winter,9.5,coastal,2
12500,27.0,61,18.5,93.0,partly cloudy,1007.73,0,Winter,4.5,coastal,1
12501,12.0,72,7.0,35.0,overcast,1008.54,1,Spring,5.0,coastal,0
12502,-1.0,73,11.0,71.0,overcast,985.83,1,Winter,2.5,inland,3
12503,17.0,99,7.5,85.0,overcast,992.33,0,Winter,2.0,coastal,1
12504,41.0,34,9.5,3.0,partly cloudy,1015.17,8,Autumn,8.0,inland,2
12505,22.0,24,6.0,0.0,clear,1023.91,6,Autumn,5.5,mountain,2
